fecha_extraccion,titulo,empresa,fuente,url,descripcion_breve
2025-12-29,"✨ Desarrollador ETL con experiencia en AWS y SQL, responsable de diseñar y optimizar procesos ETL escalables y eficientes para manejar grandes volúmenes de datos y facilitar integraciones a gran escala.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/desarrollador-a-etl-hf-solutions-santiago,"✨ Desarrollador ETL con experiencia en AWS y SQL, responsable de diseñar y optimizar procesos ETL escalables y eficientes para manejar grandes volúmenes de datos y facilitar integraciones a gran escala."
2025-12-29,"✨ Desarrollador fullstack con experiencia en Python (FastAPI), Flutter y PostgreSQL para construir y mantener aplicaciones escalables, APIs seguras y optimizadas, participando en arquitectura y gestión de producto en entornos startup.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/fullstack-developer-saludai-santiago,"✨ Desarrollador fullstack con experiencia en Python (FastAPI), Flutter y PostgreSQL para construir y mantener aplicaciones escalables, APIs seguras y optimizadas, participando en arquitectura y gestión de producto en entornos startup."
2025-12-29,"✨ Desarrollador WordPress especializado en Elementor con experiencia mín. 2 años. Domina HTML5, CSS3, JavaScript, PHP, Woocommerce y plugins como ACF para crear y optimizar sitios web responsive según diseños desde Figma.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/maquetador-elementor-wordpress-midrocket-remote,"✨ Desarrollador WordPress especializado en Elementor con experiencia mín. 2 años. Domina HTML5, CSS3, JavaScript, PHP, Woocommerce y plugins como ACF para crear y optimizar sitios web responsive según diseños desde Figma."
2025-12-29,"✨ Profesor para asignatura Desarrollo Fullstack I con experiencia en Java, Spring, AWS, Docker y microservicios. Implica dictar clases, evaluar y supervisar prácticas en jornada diurna.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/docentes-para-desarrollo-fullstack-i-vina-del-mar-duoc-uc-vina-del-mar,"✨ Profesor para asignatura Desarrollo Fullstack I con experiencia en Java, Spring, AWS, Docker y microservicios. Implica dictar clases, evaluar y supervisar prácticas en jornada diurna."
2025-12-29,"✨ Desarrollador Full Stack con experiencia en Node.js, TypeScript, AWS, MySQL y desarrollo de APIs RESTful. Responsable del diseño, desarrollo, despliegue y mantenimiento de aplicaciones escalables con buenas prácticas de calidad y testing.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/desarrollador-full-stack-autofact-remote,"✨ Desarrollador Full Stack con experiencia en Node.js, TypeScript, AWS, MySQL y desarrollo de APIs RESTful. Responsable del diseño, desarrollo, despliegue y mantenimiento de aplicaciones escalables con buenas prácticas de calidad y testing."
2025-12-29,"✨ Desarrollador web y backend con 3-5 años de experiencia en TypeScript y Angular, manejo de APIs REST, bases de datos y Git. Implica mantenimiento de sistemas productivos, desarrollo seguro y colaboración en equipos técnicos.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/desarrollador-a-fullstack-semi-senior-hf-solutions-santiago,"✨ Desarrollador web y backend con 3-5 años de experiencia en TypeScript y Angular, manejo de APIs REST, bases de datos y Git. Implica mantenimiento de sistemas productivos, desarrollo seguro y colaboración en equipos técnicos."
2025-12-29,"✨ Rol técnico para diseñar e implementar integraciones EDI (EDIFACT, X12, XML) con sistemas ERP/CRM, usando Python y SQL para automatización y transformación de datos. Requiere manejo de APIs, protocolos de transferencia y plataformas EDI en ambientes cloud.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/edi-engineer-devups-remote,"✨ Rol técnico para diseñar e implementar integraciones EDI (EDIFACT, X12, XML) con sistemas ERP/CRM, usando Python y SQL para automatización y transformación de datos. Requiere manejo de APIs, protocolos de transferencia y plataformas EDI en ambientes cloud."
2025-12-29,"✨ Ingeniero de software especializado en desarrollo backend con Python y frameworks Django o FastAPI, enfocado en aplicaciones financieras. Requiere experiencia en integración cloud AWS y trabajo ágil.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/python-engineer-abaqus-solutions-santiago-6b34,"✨ Ingeniero de software especializado en desarrollo backend con Python y frameworks Django o FastAPI, enfocado en aplicaciones financieras. Requiere experiencia en integración cloud AWS y trabajo ágil."
2025-12-29,"✨ Desarrollador backend experto en Java y Spring Boot, responsable de diseñar y operar servicios backend escalables y seguros, con enfoque en calidad, arquitectura avanzada, observabilidad y automatización. Idealmente incorpora IA aplicada para fortalecer el producto.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/ingeniero-de-software-desarrollador-backend-senior-2brains-remote,"✨ Desarrollador backend experto en Java y Spring Boot, responsable de diseñar y operar servicios backend escalables y seguros, con enfoque en calidad, arquitectura avanzada, observabilidad y automatización. Idealmente incorpora IA aplicada para fortalecer el producto."
2025-12-29,"✨ Ingeniero de software especializado en .NET Core, SQL Server y servicios Azure, experto en monitoreo, resolución de incidentes y optimización de rendimiento en entornos productivos.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/senior-net-developer-improving-south-america-remote,"✨ Ingeniero de software especializado en .NET Core, SQL Server y servicios Azure, experto en monitoreo, resolución de incidentes y optimización de rendimiento en entornos productivos."
2025-12-29,"✨ Desarrolla interfaces frontend con React, Next.js y TypeScript, consumiendo APIs REST, garantizando usabilidad y calidad de código mediante testing y buenas prácticas.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/frontend-developer-react-next-js-reemplazo-de-vacaciones-2brains-remote,"✨ Desarrolla interfaces frontend con React, Next.js y TypeScript, consumiendo APIs REST, garantizando usabilidad y calidad de código mediante testing y buenas prácticas."
2025-12-29,"✨ Desarrollador Frontend con experiencia en Vue 3, Bootstrap y consumo de APIs REST para crear interfaces responsivas y mantener componentes en plataforma Modyo. Requiere conocimientos en metodologías ágiles y colaboración con equipos multidisciplinarios.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/frontend-developer-vue-3-modyo-reemplazo-por-vacaciones-2brains-remote,"✨ Desarrollador Frontend con experiencia en Vue 3, Bootstrap y consumo de APIs REST para crear interfaces responsivas y mantener componentes en plataforma Modyo. Requiere conocimientos en metodologías ágiles y colaboración con equipos multidisciplinarios."
2025-12-29,"✨ Desarrollador Fullstack con experiencia en Next.js, NestJS y Node.js para crear y mantener interfaces frontend y servicios backend, integrando APIs REST y gestionando versiones con Git en entornos ágiles.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-a-fullstack-reemplazo-por-vacaciones-2brains-remote,"✨ Desarrollador Fullstack con experiencia en Next.js, NestJS y Node.js para crear y mantener interfaces frontend y servicios backend, integrando APIs REST y gestionando versiones con Git en entornos ágiles."
2025-12-29,"✨ Arquitecto de Software con experiencia en arquitectura cloud, SAP S/4HANA, backend (.NET, Java, Node.js) y frontend (Angular, React, Flutter). Requiere liderazgo técnico y conocimiento en TOGAF para proyectos transformacionales.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/arquitecto-a-de-software-hf-solutions-santiago,"✨ Arquitecto de Software con experiencia en arquitectura cloud, SAP S/4HANA, backend (.NET, Java, Node.js) y frontend (Angular, React, Flutter). Requiere liderazgo técnico y conocimiento en TOGAF para proyectos transformacionales."
2025-12-29,"✨ Desarrollo y mantenimiento de aplicaciones con NestJS y Angular, integración con servicios .NET y .NET Core, gestión de bases Oracle, y trabajo colaborativo en equipos ágiles.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/desarrollador-con-net-nestjs-y-angular-agilesoft-spa-santiago,"✨ Desarrollo y mantenimiento de aplicaciones con NestJS y Angular, integración con servicios .NET y .NET Core, gestión de bases Oracle, y trabajo colaborativo en equipos ágiles."
2025-12-29,"✨ Desarrollo front-end con HTML, CSS, JavaScript/TypeScript y Angular. Creación e implementación de componentes reutilizables, integración con backend y control de versiones con Git. Experiencia en testing con Jest y Stencil.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/frontend-developer-torresburriel-estudio-remote,"✨ Desarrollo front-end con HTML, CSS, JavaScript/TypeScript y Angular. Creación e implementación de componentes reutilizables, integración con backend y control de versiones con Git. Experiencia en testing con Jest y Stencil."
2025-12-29,"✨ Ingeniero especializado en Backend o Frontend que diseña, implementa y mantiene servicios y interfaces usando Python, C#, Java, React y frameworks relacionados. Se requiere dominio técnico, análisis, pruebas y participación en DevOps.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/software-engineer-backend-o-frontend-cordada-santiago,"✨ Ingeniero especializado en Backend o Frontend que diseña, implementa y mantiene servicios y interfaces usando Python, C#, Java, React y frameworks relacionados. Se requiere dominio técnico, análisis, pruebas y participación en DevOps."
2025-12-29,"✨ Develop and deploy GenAI/LLM systems using Python and FastAPI, integrating multiple AI providers in scalable cloud environments. Requires strong software engineering, AI production experience, and collaboration skills.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/ai-engineer-senior-genai-llms-niuro-remote-a8f7,"✨ Develop and deploy GenAI/LLM systems using Python and FastAPI, integrating multiple AI providers in scalable cloud environments. Requires strong software engineering, AI production experience, and collaboration skills."
2025-12-29,"✨ Desarrollo avanzado en Python para scraping, APIs REST y orquestación de pipelines en entorno cloud. Implica manejo de bases de datos SQL/NoSQL, Docker, pruebas y observabilidad con enfoque en seguridad.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/ingeniero-a-de-scraping-y-api-interfell-bogota,"✨ Desarrollo avanzado en Python para scraping, APIs REST y orquestación de pipelines en entorno cloud. Implica manejo de bases de datos SQL/NoSQL, Docker, pruebas y observabilidad con enfoque en seguridad."
2025-12-29,"✨ Desarrollador Full-stack con experiencia en NestJS, Node.js y Angular, responsable del diseño y mantenimiento de aplicaciones y APIs RESTful, además de integración en pipelines CI/CD y pruebas automatizadas.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/desarrollador-full-stack-hibrido-agilesoft-spa-santiago-a559,"✨ Desarrollador Full-stack con experiencia en NestJS, Node.js y Angular, responsable del diseño y mantenimiento de aplicaciones y APIs RESTful, además de integración en pipelines CI/CD y pruebas automatizadas."
2025-12-29,"✨ Desarrollador backend con experiencia en Ruby on Rails, Node.js y Vue.js, especializado en modelado de datos con PostgreSQL y diseño de APIs. Capaz de trabajar en equipos ágiles, asegurar calidad de código y aplicar buenas prácticas DevOps.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-fullstack-rails-node-vue-zerviz-technologies-remote,"✨ Desarrollador backend con experiencia en Ruby on Rails, Node.js y Vue.js, especializado en modelado de datos con PostgreSQL y diseño de APIs. Capaz de trabajar en equipos ágiles, asegurar calidad de código y aplicar buenas prácticas DevOps."
2025-12-29,"✨ Posición requiere experiencia en Vue.js, HTML5, CSS3 y JavaScript ES6+, con conocimientos básicos de Git y consumo de APIs, para desarrollar y mantener componentes web reutilizables y funcionales.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/developer-front-junior-jooycar-remote,"✨ Posición requiere experiencia en Vue.js, HTML5, CSS3 y JavaScript ES6+, con conocimientos básicos de Git y consumo de APIs, para desarrollar y mantener componentes web reutilizables y funcionales."
2025-12-29,"✨ Desarrollador con 2-3 años de experiencia en Python, HTML5, SQL Server y BigQuery, enfocado en backend y frontend para gestión de canales y migración de funcionalidades hacia web.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/desarrollador-full-stack-web-python-html5-coderslab-io-lima,"✨ Desarrollador con 2-3 años de experiencia en Python, HTML5, SQL Server y BigQuery, enfocado en backend y frontend para gestión de canales y migración de funcionalidades hacia web."
2025-12-29,"✨ Backend-focused full-stack Integration Engineer skilled in .NET Core, Angular, REST APIs, and CI/CD. Experience in fintech, Docker, databases and security for scalable integration solutions.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/senior-integration-engineer-full-stack-niuro-remote,"✨ Backend-focused full-stack Integration Engineer skilled in .NET Core, Angular, REST APIs, and CI/CD. Experience in fintech, Docker, databases and security for scalable integration solutions."
2025-12-29,"✨ Experienced software developers with 5+ years in enterprise development, skilled in low-code platforms, .NET backend, frontend basics, React, and SOLID principles, working in agile environments and communicating in English.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/senior-software-developer-low-code-i2b-technologies-remote,"✨ Experienced software developers with 5+ years in enterprise development, skilled in low-code platforms, .NET backend, frontend basics, React, and SOLID principles, working in agile environments and communicating in English."
2025-12-29,"✨ Desarrollar funcionalidades backend y frontend usando Python y HTML5, migrar aplicaciones móviles a web, y colaborar en documentación y estándares técnicos con experiencia en SQL Server y BigQuery.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-web-python-html5-bc-tecnologia-lima,"✨ Desarrollar funcionalidades backend y frontend usando Python y HTML5, migrar aplicaciones móviles a web, y colaborar en documentación y estándares técnicos con experiencia en SQL Server y BigQuery."
2025-12-29,"✨ Desarrollador Frontend con 5+ años de experiencia experto en JavaScript (ES6), frameworks Angular/React/Vue y APIs REST, capaz de optimizar rendimiento y colaborar en múltiples proyectos.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/sr-react-developer-ingles-intermedio-smith-remote,"✨ Desarrollador Frontend con 5+ años de experiencia experto en JavaScript (ES6), frameworks Angular/React/Vue y APIs REST, capaz de optimizar rendimiento y colaborar en múltiples proyectos."
2025-12-29,"✨ Desarrollador frontend con experiencia en Svelte y visualización de datos usando D3.js y técnicas interactivas, que escriba código limpio, modular y trabaje ágilmente en equipo.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-a-svelte-dataista-spa-remote,"✨ Desarrollador frontend con experiencia en Svelte y visualización de datos usando D3.js y técnicas interactivas, que escriba código limpio, modular y trabaje ágilmente en equipo."
2025-12-29,"✨ Desarrollador frontend con experiencia en TypeScript, React, Next.js y TailwindCSS para crear interfaces modernas y escalables, integrando APIs REST y colaborando en entornos de IA para retail.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-a-frontend-spotvision-santiago,"✨ Desarrollador frontend con experiencia en TypeScript, React, Next.js y TailwindCSS para crear interfaces modernas y escalables, integrando APIs REST y colaborando en entornos de IA para retail."
2025-12-29,"✨ Desarrollador fullstack con experiencia en JavaScript, TypeScript, React y Node.js para mantener y mejorar plataforma de automatización, trabajando en entornos cloud y alta disponibilidad.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/fullstack-engineer-automation-product-variacode-remote,"✨ Desarrollador fullstack con experiencia en JavaScript, TypeScript, React y Node.js para mantener y mejorar plataforma de automatización, trabajando en entornos cloud y alta disponibilidad."
2025-12-29,"✨ Desarrollador con experiencia en .NET Core y Vue.js para replicar e integrar módulos de búsqueda consumiendo APIs y realizando web scraping en entorno Linux con MySQL, asegurando correcta obtención de datos y despliegue.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/full-stack-net-core-vue-proyecto-mercadopublico-smartoffer-spa-remote,"✨ Desarrollador con experiencia en .NET Core y Vue.js para replicar e integrar módulos de búsqueda consumiendo APIs y realizando web scraping en entorno Linux con MySQL, asegurando correcta obtención de datos y despliegue."
2025-12-29,"✨ Desarrollador backend con 2-3 años de experiencia en C#, .NET y SQL Server, enfocado en mantenimiento, soporte y desarrollo según backlog priorizado, garantizando calidad y continuidad operacional.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/backend-developer-net-ingles-avanzado-dynamic-devs-santiago,"✨ Desarrollador backend con 2-3 años de experiencia en C#, .NET y SQL Server, enfocado en mantenimiento, soporte y desarrollo según backlog priorizado, garantizando calidad y continuidad operacional."
2025-12-29,"✨ Desarrollador backend con experiencia en Python, .NET o Java, AWS y bases de datos Oracle/MySQL, responsable de diseñar, implementar y mantener soluciones escalables con buenas prácticas y soporte técnico.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/backend-developer-senior-dynamic-devs-santiago,"✨ Desarrollador backend con experiencia en Python, .NET o Java, AWS y bases de datos Oracle/MySQL, responsable de diseñar, implementar y mantener soluciones escalables con buenas prácticas y soporte técnico."
2025-12-29,"✨ Desarrollar y mantener soluciones backend con C#, .NET Framework y ASP.NET Core Web API, garantizando eficiencia y rendimiento. Requiere experiencia avanzada y manejo de bases de datos SQL Server.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/backend-developer-net-c-asp-net-core-3it-santiago,"✨ Desarrollar y mantener soluciones backend con C#, .NET Framework y ASP.NET Core Web API, garantizando eficiencia y rendimiento. Requiere experiencia avanzada y manejo de bases de datos SQL Server."
2025-12-29,"✨ Desarrollador Full Stack con experiencia en Angular y Node.js, conocimientos en Java Spring Boot y Oracle, responsable de mantener aplicaciones, garantizar calidad del código e integrar frontend y backend siguiendo estándares técnicos.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/desarrollador-fullstack-coderslab-io-guayaquil,"✨ Desarrollador Full Stack con experiencia en Angular y Node.js, conocimientos en Java Spring Boot y Oracle, responsable de mantener aplicaciones, garantizar calidad del código e integrar frontend y backend siguiendo estándares técnicos."
2025-12-29,"✨ Desarrollar y mantener una plataforma interna ágil y estandarizada para acelerar onboarding, automatizar CI/CD y mejorar la experiencia en la creación y despliegue de aplicaciones utilizando GCP y herramientas de observabilidad.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/programa-trainee-platform-engineering-developer-iconstruye-santiago,"✨ Desarrollar y mantener una plataforma interna ágil y estandarizada para acelerar onboarding, automatizar CI/CD y mejorar la experiencia en la creación y despliegue de aplicaciones utilizando GCP y herramientas de observabilidad."
2025-12-29,"✨ Responsable de brindar soporte técnico L1 a usuarios, realizando diagnósticos, mantenimiento y documentando incidencias. Requiere disponibilidad para trabajo híbrido con rotación de horarios y soporte en sitio.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/tecnico-de-soporte-en-sitio-l1-hibrido-ciudad-de-mexico-servicio-latam-ciudad-de-mexico,"✨ Responsable de brindar soporte técnico L1 a usuarios, realizando diagnósticos, mantenimiento y documentando incidencias. Requiere disponibilidad para trabajo híbrido con rotación de horarios y soporte en sitio."
2025-12-29,"✨ Desarrollador con 5+ años en C/C++ y Python, experiencia en scripting Linux, pruebas de software, control de versiones e integración continua. Conocimiento en depuración, validación térmica y consumo energético, y fundamentos sólidos de ingeniería Computacional.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/ingeniero-de-desarrollo-de-software-de-energia-y-termica-servicio-latam-ciudad-de-mexico,"✨ Desarrollador con 5+ años en C/C++ y Python, experiencia en scripting Linux, pruebas de software, control de versiones e integración continua. Conocimiento en depuración, validación térmica y consumo energético, y fundamentos sólidos de ingeniería Computacional."
2025-12-29,"✨ Desarrollador con 5+ años en C/C++ y Python, experiencia en pruebas de software y scripting en Linux, con dominio de control de versiones y CI. Valorado conocimiento en ensamblador, Linux internals y tecnologías en la nube.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/ingeniero-de-desarrollo-de-software-de-energia-y-termica-servicio-latam-bogota,"✨ Desarrollador con 5+ años en C/C++ y Python, experiencia en pruebas de software y scripting en Linux, con dominio de control de versiones y CI. Valorado conocimiento en ensamblador, Linux internals y tecnologías en la nube."
2025-12-29,"✨ Desarrollador con 5+ años en C/C++ y Python, experiencia en Linux CLI, pruebas de software y control de versiones. Se valoran conocimientos en ensamblador, Linux internals y tecnologías cloud.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/ingeniero-de-desarrollo-de-software-de-energia-y-termica-servicio-latam-san-jose,"✨ Desarrollador con 5+ años en C/C++ y Python, experiencia en Linux CLI, pruebas de software y control de versiones. Se valoran conocimientos en ensamblador, Linux internals y tecnologías cloud."
2025-12-29,"✨ Rol de Líder Técnico responsable de definir arquitectura y buenas prácticas, guiar equipos en soluciones escalables y seguras. Requiere experiencia en frontend React, backend Go/Java/Next.js, CI/CD y gestión con Jira y Bitbucket.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/technical-lead-dynamic-devs-santiago-be51,"✨ Rol de Líder Técnico responsable de definir arquitectura y buenas prácticas, guiar equipos en soluciones escalables y seguras. Requiere experiencia en frontend React, backend Go/Java/Next.js, CI/CD y gestión con Jira y Bitbucket."
2025-12-29,"✨ Desarrollo backend con Java y .NET; experiencia en APIs REST, bases de datos SQL Server, patrones MVC/MVVM y colaboración con frontend Angular/React/Vue. Se busca control en pruebas, optimización y DevOps.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/desarrollador-fullstack-sonda-santiago,"✨ Desarrollo backend con Java y .NET; experiencia en APIs REST, bases de datos SQL Server, patrones MVC/MVVM y colaboración con frontend Angular/React/Vue. Se busca control en pruebas, optimización y DevOps."
2025-12-29,"✨ Desarrollador software con 3 años mínimo, experiencia obligatoria en React y Ruby on Rails, manejo de bases de datos relacionales y no relacionales, y conocimiento en prácticas ágiles y CI/CD.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programacion/full-stack-developer-react-ror-rankmi-ciudad-de-mexico-santiago-lima,"✨ Desarrollador software con 3 años mínimo, experiencia obligatoria en React y Ruby on Rails, manejo de bases de datos relacionales y no relacionales, y conocimiento en prácticas ágiles y CI/CD."
2025-12-29,"✨ Desarrollo frontend con Next.js y TypeScript, backend en .NET Core 8, microservicios y Azure. Rol clave para optimizar performance, calidad y experiencia en sistemas escalables.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/senior-fullstack-react-net-developer-improving-south-america-remote,"✨ Desarrollo frontend con Next.js y TypeScript, backend en .NET Core 8, microservicios y Azure. Rol clave para optimizar performance, calidad y experiencia en sistemas escalables."
2025-12-29,"✨ Desarrollador backend Python con mínimo 7 años de experiencia, experto en FastAPI, bases de datos relacionales, integración de APIs y AWS, para diseñar y mantener servicios escalables y eficientes.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/empleos/programacion/backend-python-developer-senior-improving-south-america-remote,"✨ Desarrollador backend Python con mínimo 7 años de experiencia, experto en FastAPI, bases de datos relacionales, integración de APIs y AWS, para diseñar y mantener servicios escalables y eficientes."
2025-12-29,"✨ Desarrollador Fullstack con 2-3 años de experiencia en Python, HTML5, SQL Server y BigQuery, orientado a migración y gestión de funcionalidades web y documentación técnica, preferentemente con experiencia en sector financiero.",GetOnBoard,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-web-coderslab-io-lima,"✨ Desarrollador Fullstack con 2-3 años de experiencia en Python, HTML5, SQL Server y BigQuery, orientado a migración y gestión de funcionalidades web y documentación técnica, preferentemente con experiencia en sector financiero."
